age,balance,day,campaign,job,month,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default_no,default_yes,housing_no,housing_yes,loan_no,loan_yes,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
57,160,13,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
52,-892,13,2,4,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
51,21,13,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
51,79,13,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
41,216,13,2,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32,297,13,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
49,3392,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,390,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,59,13,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
49,640,13,4,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
38,334,13,2,9,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
38,128,13,5,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,2449,13,2,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
45,324,13,4,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,712,13,2,4,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
50,109,13,2,4,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
31,170,13,2,4,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
54,2225,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
47,432,13,2,10,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
53,230,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
55,23,13,2,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,0,13,4,7,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,145,13,5,9,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
33,2302,13,2,4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
35,481,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,1784,13,2,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
54,3002,13,4,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,1669,13,2,5,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
49,2765,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,3148,13,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
60,2769,13,2,3,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,296,13,4,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59,782,13,2,4,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
32,1337,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
52,95,13,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,48,13,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,382,13,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
50,0,13,2,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
40,372,13,2,9,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
51,52,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
41,1545,13,2,9,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
32,136,13,2,9,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
38,3452,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
60,1538,13,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
49,67,13,4,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
34,2521,13,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
55,303,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
40,275,13,4,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
49,737,13,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,0,13,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
31,363,13,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,0,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,0,13,2,11,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
55,0,13,2,5,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
42,849,13,2,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,0,13,5,4,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39,-974,13,4,4,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
35,2453,13,2,9,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
32,493,13,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,97,13,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
43,140,13,2,9,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
50,4,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
55,-31,13,2,7,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
58,0,13,4,5,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
48,893,13,2,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,769,13,2,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
39,8,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
31,4,13,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,805,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
41,563,13,4,9,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
59,249,13,5,5,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
45,144,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
52,152,13,6,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
32,1047,13,6,4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
38,227,13,4,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,890,13,6,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,0,13,4,9,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
60,0,13,4,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
40,95,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,728,13,5,4,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
51,317,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,1941,13,4,9,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
45,206,13,4,9,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,328,13,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,696,13,6,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
58,627,13,4,7,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,274,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
40,862,13,2,4,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
45,113,13,2,9,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
43,2383,13,6,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
47,2642,13,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,0,13,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,0,13,2,9,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
34,-346,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
41,258,13,6,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
44,0,13,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
31,-302,13,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,756,13,4,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
50,400,13,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32,90,13,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,2297,13,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,19,13,2,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,877,13,5,4,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
48,400,13,1,7,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
54,588,13,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59,1393,13,1,5,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
43,666,13,3,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39,52,13,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,183,13,1,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,362,13,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
32,199,13,1,9,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
36,114,13,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,366,13,6,2,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
53,1950,13,1,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,1303,13,3,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,1561,13,1,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,388,13,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,46,13,3,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,354,13,1,9,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
37,887,13,5,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,309,13,1,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,1036,13,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,3,13,3,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59,474,13,3,5,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,2195,13,3,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
42,17,13,6,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,717,13,3,4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
42,1493,13,1,9,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
47,582,13,1,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
43,1201,13,3,9,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
50,12,13,1,7,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
48,732,13,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
40,823,13,4,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,599,13,3,9,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
44,3321,13,3,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
53,100,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32,1517,13,3,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,574,13,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,177,13,3,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,1637,13,3,4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
47,1021,13,3,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,397,13,2,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
36,202,13,4,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,101,13,5,4,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
36,396,13,5,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32,497,13,4,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
30,631,13,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,1361,13,5,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,2959,13,5,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,379,13,5,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
40,-239,13,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
38,120,13,4,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
45,241,13,5,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,1355,13,6,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,525,13,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
50,171,14,3,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
52,-558,14,5,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
52,1064,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
31,512,14,3,4,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
35,178,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
38,2117,14,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,137,14,2,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,469,14,2,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,467,14,2,4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
30,160,14,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
54,869,14,2,7,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,903,14,2,9,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
36,930,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,406,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,27,14,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,855,14,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
38,2454,14,2,4,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
40,864,14,2,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,-324,14,4,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,732,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39,399,14,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
33,620,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
37,2686,14,4,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
53,427,14,4,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
43,64,14,2,9,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
59,3062,14,2,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
32,394,14,2,10,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
58,2553,14,2,5,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,68,14,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,648,14,2,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,3,14,2,4,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,1717,14,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,270,14,2,11,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,2394,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
43,1819,14,2,4,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
47,691,14,2,9,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,688,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,755,14,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,2498,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,2065,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
55,64,14,6,7,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
31,414,14,5,6,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
43,244,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
41,1194,14,5,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
54,131,14,2,7,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
56,179,14,2,2,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,1189,14,2,4,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
30,910,14,2,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
37,131,14,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
55,3334,14,4,5,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
36,25,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,2782,14,2,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,663,14,2,5,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,-14,14,2,9,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
59,316,14,4,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39,99,14,2,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,191,14,4,5,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,2836,14,2,9,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
30,1165,14,2,4,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
50,490,14,5,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,2625,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32,1038,14,4,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
40,539,14,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
44,624,14,2,2,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
39,668,14,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,0,14,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,188,14,2,5,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
60,2858,14,2,7,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,0,14,4,4,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
36,306,14,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
36,867,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,165,14,2,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
30,719,14,2,7,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
32,972,14,4,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59,1857,14,4,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34,2205,14,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
49,322,14,2,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
41,388,14,2,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,171,14,2,9,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
35,495,14,4,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,336,14,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
31,2227,14,2,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32,943,14,2,9,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
42,245,14,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
48,1344,14,6,4,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
30,1299,14,2,4,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,-9,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
31,3322,14,2,9,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
54,345,14,6,2,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39,311,14,2,9,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
30,135,14,2,4,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
33,3264,14,4,9,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
58,361,14,2,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
60,887,14,2,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
54,3222,14,2,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
51,429,14,2,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
45,0,14,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
47,673,14,6,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
39,1387,14,2,4,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
46,648,14,4,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
